[RX] t=116571.163459 len=39: 010f0023170303001e00000000000000034a90b5a4f5ec05e70c078bfe468bc21ea21ae73a09ef
[TX] t=116571.178238 len=37: 010f0021170303001c05d9cf7221d65126f22997aafbcc85dec82cf554b1b5dab93e6c5590
[RX] t=116571.180391 len=39: 030f0023170303001e00000000000000040edfeff48913fb8f6c424cac7230da8e09ce660ef967
[TX] t=116571.192105 len=37: 030f0021170303001c05d9cf7221d651272938954b4b92275263842a7b98d41bd2867a1b63
[RX] t=116571.194317 len=39: 040f0023170303001e000000000000000515c235817f9e7ccb7ca5270b0753ee5d21214faa5afb
[TX] t=116571.204059 len=37: 040f0021170303001c05d9cf7221d651285833189ebc0b63066576f54a665d30d4aaed152d
[RX] t=116571.205564 len=39: 050f0023170303001e0000000000000006e7b7e821b6cb940825da3c8e3b4f9b9101cce50e539b
[TX] t=116571.213768 len=37: 050f0021170303001c05d9cf7221d65129f4672c8a3c8f7224e4d1800b8d444be0b7b5bba4
[RX] t=116571.215815 len=39: 060f0023170303001e0000000000000007896aa107b557477fb76da6f8fe18a5e45ec4dd146027
[TX] t=116571.223367 len=37: 060f0021170303001c05d9cf7221d6512a818b063fcb4ef5162d08881911f62bf7ab5f6913
[RX] t=116571.226099 len=39: 080f0023170303001e000000000000000891d72861fa14469c995be08d8b901bf63ab6e80c9f6b
[RX] t=116571.236579 len=39: 090f0023170303001e0000000000000009d346a70c94e6c31a06dbfa9233f74bbc17d8255abc83
[TX] t=116571.244613 len=37: 090f0021170303001c05d9cf7221d6512b403d07d13c5f2e2afe40fa13aae97ef85d43b94c
[RX] t=116571.246917 len=39: 0c0f0023170303001e000000000000000a37d27cbd456c94e369e5f6085e8d6b928de8ab7f4266
[RX] t=116571.257153 len=39: 010b0023170303001e000000000000000b661c941ff4097114ce9d8bea7b64a4366b4dcd7e3765
[TX] t=116571.264055 len=37: 010b0021170303001c05d9cf7221d6512c92ea62d15ed6951d3e16f363d99a077eacd944c2
[RX] t=116571.267427 len=37: 040b0021170303001c000000000000000c74f1938465d520493cb1b6a51dfb63cd1298507c
[TX] t=116571.275279 len=41: 040b0025170303002005d9cf7221d6512d50e5230ec4f18802f8cccf859d62344d7a78a2ad2e765312
[RX] t=116571.278136 len=37: 050b0021170303001c000000000000000d9dbf9c0fa0f32b331e3eff120471700e7cdf7f75
[TX] t=116571.285931 len=41: 050b0025170303002005d9cf7221d6512ed84c78b61fcea819ac12cbaddf86166e78eef98aa86e3911
[RX] t=116571.289289 len=37: 060b0021170303001c000000000000000e6d4a70234e3106f9de634a809a68732743107315
[TX] t=116571.296927 len=41: 060b0025170303002005d9cf7221d6512f409be05c898903afbcc1124d08c78e9a8b80435606edbad3
[RX] t=116571.299757 len=37: 030b0021170303001c000000000000000f8eb5b8071addacc5ba528d2161484d9264718690
[TX] t=116571.307404 len=41: 030b0025170303002005d9cf7221d65130291aac9101d0159f21985d61cdad0b9c90a6bcd8e99cca04
[RX] t=116571.310211 len=39: 010b0023170303001e0000000000000010122b4650561961f65c5c02248ae66c736257460e75b0
[TX] t=116571.315988 len=39: 030b0023170303001e05d9cf7221d65131a3b16a08aa879ed491d1a24990f2ca9982ee9c84cf58
[RX] t=116571.320708 len=39: 030b0023170303001e00000000000000113e6c48467f852dae778f4c510271f27d5a8cde56a74d
[TX] t=116571.322455 len=37: 010b0021170303001c05d9cf7221d651328cc4da38237890afa70697b476d108cb41ce7d6e
[RX] t=116571.330965 len=39: 010b0023170303001e0000000000000012448dae24b9f7a8ff1092753e36260d22b129275fe67a
[TX] t=116571.333969 len=39: 010b0023170303001e05d9cf7221d6513311705a18e2b6d1d5e38f839d9f64488f4dda49c2f90a
[TX] t=116571.341954 len=37: 010b0021170303001c05d9cf7221d65134477d842b0e0588f14e9cd9b83441076b2cac34c7
[TX] t=116571.353686 len=39: 010b0023170303001e05d9cf7221d65135fc102783fbc1fb15637d5fe76f1df128d348fbe91bad
